,,,,,,,,MEDIDAS LATAM,,,MEDIDAS USA,,,,,,
14126021,PARED MUROFLEX STONE GRIS (WPC-01),PAREDES,MUROFLEX,INTERIOR,"$ 20,299",,,50,290,18,19.69,9.51,0.709,"Pared Muroflex Stone Gris (Wpc-01). Producto de la categoría paredes, subcategoría muroflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 50 x 290 cm, espesor de 18.0 mm.",https://drive.google.com/file/d/15Cnw_KW77mkBbl_fMDA_S1UYGZMTW_rj/view?usp=drive_link,,
14123302,PARED UNIFLEX ANTRANCITA,PAREDES,UNIFLEX,INTERIOR,"$ 79,690",,,60,120,2,23.62,3.94,0.079,"Pared Uniflex Antrancita. Producto de la categoría paredes, subcategoría uniflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 2.0 mm.",https://drive.google.com/file/d/1BTwuM-i1lr8AL4-uQeSNGLzV813GZY4f/view?usp=drive_link,,
14123201,PARED UNIFLEX CITRINO,PAREDES,UNIFLEX,INTERIOR,"$ 79,690",,,60,120,2,23.62,3.94,0.079,"Pared Uniflex Citrino. Producto de la categoría paredes, subcategoría uniflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 2.0 mm.",https://drive.google.com/file/d/1DSI0MOoo8WCO8xfxWmhZ8XK-dxEvXcHX/view?usp=drive_link,,
14123301,PARED UNIFLEX GRIS CENIZO,PAREDES,UNIFLEX,INTERIOR,"$ 79,690",,,60,120,2,23.62,3.94,0.079,"Pared Uniflex Gris Cenizo. Producto de la categoría paredes, subcategoría uniflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 2.0 mm.",https://drive.google.com/file/d/1J6gF59-0N1fXLuFm6pskuBveXf5G6jwW/view?usp=drive_link,,
14123215,PARED UNIFLEX LATTE BEIGE,PAREDES,UNIFLEX,INTERIOR,"$ 79,690",,,60,120,2,23.62,3.94,0.079,"Pared Uniflex Latte Beige. Producto de la categoría paredes, subcategoría uniflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 2.0 mm.",https://drive.google.com/file/d/1EXyLKax9WbeMhxn5VdXBENzRPeN886Wi/view?usp=drive_link,,
14123206,PARED UNIFLEX MACADAMIA,PAREDES,UNIFLEX,INTERIOR,"$ 79,690",,,60,120,2,23.62,3.94,0.079,"Pared Uniflex Macadamia. Producto de la categoría paredes, subcategoría uniflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 2.0 mm.",https://drive.google.com/file/d/1Sa7cov3IF4uA2vyc1QN9XFEuABGc0YPM/view?usp=drive_link,,
14123210,PARED UNIFLEX MEDIA NOCHE,PAREDES,UNIFLEX,INTERIOR,"$ 79,690",,,60,120,2,23.62,3.94,0.079,"Pared Uniflex Media Noche. Producto de la categoría paredes, subcategoría uniflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 2.0 mm.",https://drive.google.com/file/d/1q2-zp_yN-xTo89uUYerEXaluBX5Nghj4/view?usp=drive_link,,
14123303,PARED UNIFLEX NIEVE,PAREDES,UNIFLEX,INTERIOR,"$ 79,690",,,60,120,2,23.62,3.94,0.079,"Pared Uniflex Nieve. Producto de la categoría paredes, subcategoría uniflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 2.0 mm.",https://drive.google.com/file/d/1kawdpgx1Lb6oRKrozi-ye6aXNbKKqa0_/view?usp=drive_link,,
14123209,PARED UNIFLEX OXIDO TERRACOTA,PAREDES,UNIFLEX,INTERIOR,"$ 79,690",,,60,120,2,23.62,3.94,0.079,"Pared Uniflex Oxido Terracota. Producto de la categoría paredes, subcategoría uniflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 2.0 mm.",https://drive.google.com/file/d/1nNptUChFTURKZ4vxMPEaqUfG8oxD50Jx/view?usp=drive_link,,
14113001,PISO DECK EXTERIOR CEDRO,PISOS,DECK,EXTERIOR,"$ 91,099",,,14.8,290,23,5.83,9.51,0.906,"Piso Deck Exterior Cedro. Producto de la categoría pisos, subcategoría deck, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 14 x 290 cm, espesor de 23.0 mm.",https://drive.google.com/file/d/1fHm3CZvA2UzTpCvhC4Y1hFMbo59X_vdB/view?usp=drive_link,,
14113002,PISO DECK EXTERIOR GRAFITO,PISOS,DECK,EXTERIOR,"$ 91,099",,,14.8,290,23,5.83,9.51,0.906,"Piso Deck Exterior Grafito. Producto de la categoría pisos, subcategoría deck, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 14 x 290 cm, espesor de 23.0 mm.",https://drive.google.com/file/d/1bdnRKmAv7kBDmg94-q1kTm9Ub8J804w7/view?usp=drive_link,,
14113008,PISO DECK EXTERIOR MAPLE,PISOS,DECK,EXTERIOR,"$ 91,099",,,14.8,290,23,5.83,9.51,0.906,"Piso Deck Exterior Maple. Producto de la categoría pisos, subcategoría deck, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 14 x 290 cm, espesor de 23.0 mm.",https://drive.google.com/file/d/1wgLs3QJ5ZmpMfmUN7zOs8Eke_m9p3p6d/view?usp=drive_link,,
14113004,PISO DECK EXTERIOR MARRON,PISOS,DECK,EXTERIOR,"$ 91,099",,,14.8,290,23,5.83,9.51,0.906,"Piso Deck Exterior Marron. Producto de la categoría pisos, subcategoría deck, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 14 x 290 cm, espesor de 23.0 mm.",https://drive.google.com/file/d/1j0fwbVZhvnfuvYqUsWnyxlVkkbEKqUv0/view?usp=drive_link,,
14113003,PISO DECK EXTERIOR NOGAL,PISOS,DECK,EXTERIOR,"$ 91,099",,,14.8,290,23,5.83,9.51,0.906,"Piso Deck Exterior Nogal. Producto de la categoría pisos, subcategoría deck, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 14 x 290 cm, espesor de 23.0 mm.",https://drive.google.com/file/d/1OFwmSKVuH-CrA3hl5V86rkfr54PpPe4e/view?usp=drive_link,,
14113009,PISO DECK EXTERIOR OAK,PISOS,DECK,EXTERIOR,"$ 91,099",,,14.8,290,23,5.83,9.51,0.906,"Piso Deck Exterior Oak. Producto de la categoría pisos, subcategoría deck, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 14 x 290 cm, espesor de 23.0 mm.",https://drive.google.com/file/d/1eJJlPuPgha1ldhrl6BOns6hAeqt9qCSM/view?usp=drive_link,,
14113007,PISO DECK MAHOGANY,PISOS,DECK,EXTERIOR,"$ 91,099",,,14.8,290,23,5.83,9.51,0.906,"Piso Deck Mahogany. Producto de la categoría pisos, subcategoría deck, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 14 x 290 cm, espesor de 23.0 mm.",https://drive.google.com/file/d/1OZPM2KyqitYNTFGL19al_sIrF8XXUDxt/view?usp=drive_link,,
14113005,PISO DECK TEKA,PISOS,DECK,EXTERIOR,"$ 91,099",,,14.8,290,23,5.83,9.51,0.906,"Piso Deck Teka. Producto de la categoría pisos, subcategoría deck, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 14 x 290 cm, espesor de 23.0 mm.",https://drive.google.com/file/d/1p01bMn1CJOFYcIjsxPfvUhNBsqZtT0Lv/view?usp=drive_link,,
14112013,PISO SPC AVELLANA IXPE,PISOS,SPC,INTERIOR,"$ 13,399",,,18.3,122,4,7.20,4.00,0.157,"Piso Spc Avellana Ixpe. Producto de la categoría pisos, subcategoría spc, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 18 x 122 cm, espesor de 4.0 mm.",https://drive.google.com/file/d/1tltPWNnR_QAL70IgXGmTMTc-TfT4rNDd/view?usp=drive_link,,
14112211,PISO SPC GRIS CENIZO IXPE ,PISOS,SPC,INTERIOR,"$ 24,399",,,22.8,122,4.5,8.98,4.00,0.177,"Piso Spc Gris Cenizo Ixpe . Producto de la categoría pisos, subcategoría spc, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 22 x 122 cm, espesor de 4.5 mm.",https://drive.google.com/file/d/17yybqjyEzXUw4X7vDbOpAhX2MJUUCe6J/view?usp=drive_link,,
14112011,PISO SPC GRIS CENIZO IXPE ,PISOS,SPC,INTERIOR,"$ 13,399",,,18.3,122,4,7.20,4.00,0.157,"Piso Spc Gris Cenizo Ixpe . Producto de la categoría pisos, subcategoría spc, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 18 x 122 cm, espesor de 4.0 mm.",https://drive.google.com/file/d/17yybqjyEzXUw4X7vDbOpAhX2MJUUCe6J/view?usp=drive_link,,
14112212,PISO SPC MADERA TEKA IXPE,PISOS,SPC,INTERIOR,"$ 24,399",,,22.8,122,4.5,8.98,4.00,0.177,"Piso Spc Madera Teka Ixpe. Producto de la categoría pisos, subcategoría spc, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 22 x 122 cm, espesor de 4.5 mm.",https://drive.google.com/file/d/14tCLMBRFqo_BGZWQtlRQq-uZ38g38pmQ/view?usp=drive_link,,
14112012,PISO SPC MADERA TEKA IXPE ,PISOS,SPC,INTERIOR,"$ 16,199",,,18.3,122,4,7.20,4.00,0.157,"Piso Spc Madera Teka Ixpe . Producto de la categoría pisos, subcategoría spc, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 18 x 122 cm, espesor de 4.0 mm.",https://drive.google.com/file/d/14tCLMBRFqo_BGZWQtlRQq-uZ38g38pmQ/view?usp=drive_link,,
14112210,PISO SPC ROBLE CLARO IXPE,PISOS,SPC,INTERIOR,"$ 24,399",,,22.8,122,4.5,8.98,4.00,0.177,"Piso Spc Roble Claro Ixpe. Producto de la categoría pisos, subcategoría spc, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 22 x 122 cm, espesor de 4.5 mm.",https://drive.google.com/file/d/1-EtgUywCuY82vVbiiP9yZxi7FcySWl3d/view?usp=drive_link,,
14112010,PISO SPC ROBLE CLARO IXPE,PISOS,SPC,INTERIOR,"$ 16,099",,,18.3,122,4,7.20,4.00,0.157,"Piso Spc Roble Claro Ixpe. Producto de la categoría pisos, subcategoría spc, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 18 x 122 cm, espesor de 4.0 mm.",https://drive.google.com/file/d/1-EtgUywCuY82vVbiiP9yZxi7FcySWl3d/view?usp=drive_link,,
14091006,POLIFACHADA TRAPEZOIDAL NEGRO BW008,PAREDES,POLIFACHADA,EXTERIOR,"$ 112,999",,,38,380,25,14.96,12.47,0.984,"Polifachada Trapezoidal Negro Bw008. Producto de la categoría paredes, subcategoría polifachada, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 38 x 380 cm, espesor de 25.0 mm.",https://drive.google.com/file/d/1gEHSmCBcTnpqaBG3-4vhfWzqxRKd0VyP/view?usp=drive_link,,
14091007,POLIFACHADA TRAPEZOIDAL PLATEADO BW009,PAREDES,POLIFACHADA,EXTERIOR,"$ 112,999",,,38,380,25,14.96,12.47,0.984,"Polifachada Trapezoidal Plateado Bw009. Producto de la categoría paredes, subcategoría polifachada, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 38 x 380 cm, espesor de 25.0 mm.",https://drive.google.com/file/d/12Za0y9xQQ4UrZkEawIKRoibYAZ2NKFTZ/view?usp=drive_link,,
14091009,POLIFACHADA UNITEC ARENA BW004,PAREDES,POLIFACHADA,EXTERIOR,"$ 112,999",,,38,380,25,14.96,12.47,0.984,"Polifachada Unitec Arena Bw004. Producto de la categoría paredes, subcategoría polifachada, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 38 x 380 cm, espesor de 25.0 mm.",https://drive.google.com/file/d/171VJlgXC04vlAod1NfBG8tPsq8-77xj2/view?usp=drive_link,,
14091001,POLIFACHADA UNITEC BLANCO TEX,PAREDES,POLIFACHADA,EXTERIOR,"$ 112,999",,,38,380,25,14.96,12.47,0.984,"Polifachada Unitec Blanco Tex. Producto de la categoría paredes, subcategoría polifachada, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 38 x 380 cm, espesor de 25.0 mm.",https://drive.google.com/file/d/1_zZ9GLmCgISkeXVkG6TnFg6rN5RPs-kE/view?usp=drive_link,,
14091011,POLIFACHADA UNITEC CARBONO BW010,PAREDES,POLIFACHADA,EXTERIOR,"$ 112,999",,,38,380,25,14.96,12.47,0.984,"Polifachada Unitec Carbono Bw010. Producto de la categoría paredes, subcategoría polifachada, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 38 x 380 cm, espesor de 25.0 mm.",https://drive.google.com/file/d/1JlEvKngHgigqmcbqzzZBtPU0NsWJBMiJ/view?usp=drive_link,,
14091005,POLIFACHADA UNITEC CEDRO,PAREDES,POLIFACHADA,EXTERIOR,"$ 112,999",,,38,380,25,14.96,12.47,0.984,"Polifachada Unitec Cedro. Producto de la categoría paredes, subcategoría polifachada, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 38 x 380 cm, espesor de 25.0 mm.",https://drive.google.com/file/d/1f_r-vx9IQrxygExrSPAPhyByCuUWTykU/view?usp=drive_link,,
14091008,POLIFACHADA UNITEC LADRILLO GRIS BW007,PAREDES,POLIFACHADA,EXTERIOR,"$ 112,999",,,38,380,25,14.96,12.47,0.984,"Polifachada Unitec Ladrillo Gris Bw007. Producto de la categoría paredes, subcategoría polifachada, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 38 x 380 cm, espesor de 25.0 mm.",https://drive.google.com/file/d/1Skz-bbiWiQBHpfO0kr09TuAQdm3gFOn5/view?usp=drive_link,,
14091010,POLIFACHADA UNITEC LADRILLO GRIS LISO BW005,PAREDES,POLIFACHADA,EXTERIOR,"$ 112,999",,,38,380,25,14.96,12.47,0.984,"Polifachada Unitec Ladrillo Gris Liso Bw005. Producto de la categoría paredes, subcategoría polifachada, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 38 x 380 cm, espesor de 25.0 mm.",https://drive.google.com/file/d/1BFi9Gs9Y2N4UFto83PbFgda1c8lvHgKc/view?usp=drive_link,,
14091012,POLIFACHADA UNITEC LADRILLO RUSTICO BW011,PAREDES,POLIFACHADA,EXTERIOR,"$ 112,999",,,38,380,25,14.96,12.47,0.984,"Polifachada Unitec Ladrillo Rustico Bw011. Producto de la categoría paredes, subcategoría polifachada, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 38 x 380 cm, espesor de 25.0 mm.",https://drive.google.com/file/d/1ByXFXNOWvvIuZZCKASq4nEgcrgn9JqMw/view?usp=drive_link,,
14091002,POLIFACHADA UNITEC PIEDRA TEX,PAREDES,POLIFACHADA,EXTERIOR,"$ 112,999",,,38,380,25,14.96,12.47,0.984,"Polifachada Unitec Piedra Tex. Producto de la categoría paredes, subcategoría polifachada, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 38 x 380 cm, espesor de 25.0 mm.",https://drive.google.com/file/d/1hLmC-_xrAw8L1NOOJj8pnmpYDeT77ot3/view?usp=drive_link,,
14181003,PVC BOARD 3MM,LAMINAS,PVC BOARD,INTERIOR,"$ 58,299",,,122,244,3,48.03,8.01,0.118,"Pvc Board 3Mm. Producto de la categoría laminas, subcategoría pvc board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 3.0 mm.",https://drive.google.com/file/d/14Ur7AJ8wMcQwJNEcBcDzwgf3vmR6eyp0/view?usp=drive_link,,
14181005,PVC BOARD 5MM,LAMINAS,PVC BOARD,INTERIOR,"$ 88,599",,,122,244,5,48.03,8.01,0.197,"Pvc Board 5Mm. Producto de la categoría laminas, subcategoría pvc board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm.",https://drive.google.com/file/d/13t2-5igX8VGIttyaMITUf9iX2WyIa5IZ/view?usp=drive_link,,
14181009,PVC BOARD 9MM ,LAMINAS,PVC BOARD,INTERIOR,"$ 132,890",,,122,244,9,48.03,8.01,0.354,"Pvc Board 9Mm . Producto de la categoría laminas, subcategoría pvc board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 9.0 mm.",https://drive.google.com/file/d/1G3D7lYzL06aoGCJe8PqTbTY5qCZsKJSx/view?usp=drive_link,,
14181012,PVC BOARD 12MM,LAMINAS,PVC BOARD,INTERIOR,"$ 221,399",,,122,244,12,48.03,8.01,0.472,"Pvc Board 12Mm. Producto de la categoría laminas, subcategoría pvc board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 12.0 mm.",https://drive.google.com/file/d/1PndtSGInLfl5S7xKh-Q1W-AW-OhjWOeI/view?usp=drive_link,,
14181015,PVC BOARD 15MM,LAMINAS,PVC BOARD,INTERIOR,"$ 179,690",,,122,244,15,48.03,8.01,0.591,"Pvc Board 15Mm. Producto de la categoría laminas, subcategoría pvc board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 15.0 mm.",https://drive.google.com/file/d/1WRphBkIKVxcjcC1jC1ZXMpPhrqbYl1Or/view?usp=drive_link,,
14181018,PVC BOARD 18MM,LAMINAS,PVC BOARD,INTERIOR,"$ 291,390",,,122,244,18,48.03,8.01,0.709,"Pvc Board 18Mm. Producto de la categoría laminas, subcategoría pvc board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 18.0 mm.",https://drive.google.com/file/d/1YDavjUrJ8Bka7B90fnA6IYHEFvXomk_S/view?usp=drive_link,,
14181603,PVC BOARD BLANCO BRILLANTE,LAMINAS,PVC BOARD,INTERIOR,"$ 270,455",,,122,244,15,48.03,8.01,0.591,"Pvc Board Blanco Brillante. Producto de la categoría laminas, subcategoría pvc board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 15.0 mm.",https://drive.google.com/file/d/10tYHQnkdqKj5VS4RdomwViz9rOmReW75/view?usp=drive_link,,
14181606,PVC BOARD MADERA CLARO (HD2431S-4),LAMINAS,PVC BOARD,INTERIOR,"$ 270,455",,,122,244,15,48.03,8.01,0.591,"Pvc Board Madera Claro (Hd2431S-4). Producto de la categoría laminas, subcategoría pvc board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 15.0 mm.",https://drive.google.com/file/d/1hGBWOtTIJ5YBCRDqN1EXlKv56OIse7-I/view?usp=drive_link,,
14181602,PVC BOARD MADERA MEDIANA (MS84306-131),LAMINAS,PVC BOARD,INTERIOR,"$ 270,455",,,122,244,15,48.03,8.01,0.591,"Pvc Board Madera Mediana (Ms84306-131). Producto de la categoría laminas, subcategoría pvc board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 15.0 mm.",https://drive.google.com/file/d/1yCEQVQNpWnJInasG4jwae7sk0GUF4Dy4/view?usp=drive_link,,
