,,,,,,UNIDAD DE EMPAQUE,,PESO POR UNIDAD,,MEDIDAS LATAM,,,MEDIDAS USA,,,,,,
14124926,PANEL WPC REDONDO VERDE MENTA NEW(26),PANELES WPC Y ANGULOS,PANELES WPC REDONDOS,INTERIOR,$ 35.138,Unidad / Unit,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1Z8co70is3ngH-rKX8xdNQ06qjXL0iuAk/view?usp=drive_link,,,"Panel Wpc Redondo Verde Menta New(26). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14124930,PANEL WPC REDONDO ROSADO (30),PANELES WPC Y ANGULOS,PANELES WPC REDONDOS,INTERIOR,$ 35.138,Unidad / Unit,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1B-Jt1N70ZhC9PNCHRZoNHKtl7zrd7-9A/view?usp=drive_link,,,"Panel Wpc Redondo Rosado (30). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14126001,PARED ACOLCHADA PALMA DIAMANTE NEGRO (017),PAREDES,PAREDES ACOLCHADAS,INTERIOR,$ 344.999,Unidad / Unit,1,2,"0,41",60,295,5,"23,62","9,68","0,197",https://drive.google.com/file/d/1JEf2NIly4yhk1dG2DK3stIaxddGSwQIm/view?usp=drive_link,,,"Pared Acolchada Palma Diamante Negro (017). Producto de la categoría paredes, subcategoría acolchado, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 295 cm, espesor de 5.0 mm."
14126002,PARED ACOLCHADA PALMA GRIS LUMINOSO (041),PAREDES,PAREDES ACOLCHADAS,INTERIOR,$ 344.999,Unidad / Unit,1,2,"0,41",60,295,5,"23,62","9,68","0,197",https://drive.google.com/file/d/10_FeTS_0RzJYuQMBaTRBTlm3yPtOKA06/view?usp=drive_link,,,"Pared Acolchada Palma Gris Luminoso (041). Producto de la categoría paredes, subcategoría acolchado, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 295 cm, espesor de 5.0 mm."
14126006,PARED ACOLCHADA PALMA VAINILLA (820),PAREDES,PAREDES ACOLCHADAS,INTERIOR,$ 344.999,Unidad / Unit,1,2,"0,41",60,295,5,"23,62","9,68","0,197",https://drive.google.com/file/d/1qB296qHIw49WerHaU_16jcmJbQqD84tn/view?usp=drive_link,,,"Pared Acolchada Palma Vainilla (820). Producto de la categoría paredes, subcategoría acolchado, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 295 cm, espesor de 5.0 mm."
14126008,PARED ACOLCHADA PALMA SENDERO (854),PAREDES,PAREDES ACOLCHADAS,INTERIOR,$ 344.999,Unidad / Unit,1,2,"0,41",60,295,5,"23,62","9,68","0,197",https://drive.google.com/file/d/1hfBqUaxE4aaRB7Vf1mlKGf4xVNMeAEQ8/view?usp=drive_link,,,"Pared Acolchada Palma Sendero (854). Producto de la categoría paredes, subcategoría acolchado, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 295 cm, espesor de 5.0 mm."
14126101,PARED ACOLCHADA TRIGO DIAMANTE NEGRO (017),PAREDES,PAREDES ACOLCHADAS,INTERIOR,$ 344.999,Unidad / Unit,1,2,"0,41",60,295,"5,5","23,62","9,68","0,217",https://drive.google.com/file/d/17TqAV67gGM_tX4tfUsVIVcYz5kiLmYDT/view?usp=drive_link+Q302,,,"Pared Acolchada Trigo Diamante Negro (017). Producto de la categoría paredes, subcategoría acolchado, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 295 cm, espesor de 5.5 mm."
14126102,PARED ACOLCHADA TRIGO GRIS LUMINOSO (041),PAREDES,PAREDES ACOLCHADAS,INTERIOR,$ 344.999,Unidad / Unit,1,2,"0,41",60,295,"5,5","23,62","9,68","0,217",https://drive.google.com/file/d/1UU6XSX0B5_p6-MD-D8xm85pIeVwiTea3/view?usp=drive_link,,,"Pared Acolchada Trigo Gris Luminoso (041). Producto de la categoría paredes, subcategoría acolchado, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 295 cm, espesor de 5.5 mm."
14126106,PARED ACOLCHADA TRIGO VAINILLA (HARVEST 820),PAREDES,PAREDES ACOLCHADAS,INTERIOR,$ 344.999,Unidad / Unit,1,2,"0,41",60,295,"5,5","23,62","9,68","0,217",https://drive.google.com/file/d/1PU5Mor0y2GoLU0VLqpux9cuFeGNgUr_R/view?usp=drive_link,,,"Pared Acolchada Trigo Vainilla (Harvest 820). Producto de la categoría paredes, subcategoría acolchado, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 295 cm, espesor de 5.5 mm."
14126107,PARED ACOLCHADA TRIGO BRILLO PLATA (823),PAREDES,PAREDES ACOLCHADAS,INTERIOR,$ 344.999,Unidad / Unit,1,2,"0,41",60,295,"5,5","23,62","9,68","0,217",https://drive.google.com/file/d/1s9ra7i1CV0pIrKFFx_wuyOUCyu89BxlF/view?usp=drive_link,,,"Pared Acolchada Trigo Brillo Plata (823). Producto de la categoría paredes, subcategoría acolchado, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 295 cm, espesor de 5.5 mm."
14126201,PARED ACOLCHADA AURORA DIAMANTE NEGRO (017),PAREDES,PAREDES ACOLCHADAS,INTERIOR,$ 528.999,Unidad / Unit,1,4,"0,82",50,295,22,"19,69","9,68","0,866",https://drive.google.com/file/d/1RUI1V3dCv_NoR5gwAczNrZ-mwzru7DtA/view?usp=drive_link,,,"Pared Acolchada Aurora Diamante Negro (017). Producto de la categoría paredes, subcategoría acolchado, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 50 x 295 cm, espesor de 22.0 mm."
14126203,PARED ACOLCHADA AURORA ROCIO FLORAL (802),PAREDES,PAREDES ACOLCHADAS,INTERIOR,$ 528.999,Unidad / Unit,1,4,"0,82",50,295,22,"19,69","9,68","0,866",https://drive.google.com/file/d/1vI_3x0R2kMQnrTbct3CDOBR_2h-zkh5E/view?usp=drive_link,,,"Pared Acolchada Aurora Rocio Floral (802). Producto de la categoría paredes, subcategoría acolchado, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 50 x 295 cm, espesor de 22.0 mm."
14126205,PARED ACOLCHADA AURORA SIENA CAOBA (816),PAREDES,PAREDES ACOLCHADAS,INTERIOR,$ 528.999,Unidad / Unit,1,4,"0,82",50,295,22,"19,69","9,68","0,866",https://drive.google.com/file/d/1m9_OqAEwXJJSnqZXPHEfG9PjB6UrycAO/view?usp=drive_link,,,"Pared Acolchada Aurora Siena Caoba (816). Producto de la categoría paredes, subcategoría acolchado, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 50 x 295 cm, espesor de 22.0 mm."
14126206,PARED ACOLCHADA AURORA VAINILLA (820),PAREDES,PAREDES ACOLCHADAS,INTERIOR,$ 528.999,Unidad / Unit,1,4,"0,82",50,295,22,"19,69","9,68","0,866",https://drive.google.com/file/d/1EpkePoah0bJip1sB-Fd63rMQVp85VvK0/view?usp=drive_link,,,"Pared Acolchada Aurora Vainilla (820). Producto de la categoría paredes, subcategoría acolchado, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 50 x 295 cm, espesor de 22.0 mm."
14126207,PARED ACOLCHADA AURORA BRILLO PLATA (823),PAREDES,PAREDES ACOLCHADAS,INTERIOR,$ 528.999,Unidad / Unit,1,4,"0,82",50,295,22,"19,69","9,68","0,866",https://drive.google.com/file/d/1_3poW1f7H_hg7TmLQP3JCfIGSZ0D36zy/view?usp=drive_link,,,"Pared Acolchada Aurora Brillo Plata (823). Producto de la categoría paredes, subcategoría acolchado, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 50 x 295 cm, espesor de 22.0 mm."
14122627,PARED MUROFLEX METALUM DORADO ,PAREDES,PAREDES MUROFLEX,INTERIOR,$ 20.299,Caja / Box,24,"1,33","0,27",50,290,18,"19,69","9,51","0,709",https://drive.google.com/file/d/15Fd9DO6q9v10ioicZ35CP8OBa1_riFkY/view?usp=drive_link,,,"Pared Muroflex Metalum Dorado . Producto de la categoría paredes, subcategoría muroflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 50 x 290 cm, espesor de 18.0 mm."
14122628,PARED MUROFLEX METALUM BRONCE ,PAREDES,PAREDES MUROFLEX,INTERIOR,$ 20.299,Caja / Box,24,"1,33","0,27",50,290,18,"19,69","9,51","0,709",https://drive.google.com/file/d/1MBun-6g52PJ8cr9WPNd90QaI3IpHTKAd/view?usp=drive_link,,,"Pared Muroflex Metalum Bronce . Producto de la categoría paredes, subcategoría muroflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 50 x 290 cm, espesor de 18.0 mm."
14126021,PARED MUROFLEX STONE GRIS (WPC-01),PAREDES,PAREDES MUROFLEX,INTERIOR,$ 20.299,Caja / Box,24,"1,33","0,27",50,290,18,"19,69","9,51","0,709",https://drive.google.com/file/d/15Cnw_KW77mkBbl_fMDA_S1UYGZMTW_rj/view?usp=drive_link,,,"Pared Muroflex Stone Gris (Wpc-01). Producto de la categoría paredes, subcategoría muroflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 50 x 290 cm, espesor de 18.0 mm."
14126022,PARED MUROFLEX ROBLE CLARO (WPC-05),PAREDES,PAREDES MUROFLEX,INTERIOR,$ 20.299,Caja / Box,24,"1,33","0,27",50,290,18,"19,69","9,51","0,709",https://drive.google.com/file/d/1AWeJkC0hnq-PDIq13XPXGT2hZ-IDayzI/view?usp=drive_link,,,"Pared Muroflex Roble Claro (Wpc-05). Producto de la categoría paredes, subcategoría muroflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 50 x 290 cm, espesor de 18.0 mm."
14126023,PARED MUROFLEX MADERA TEKA (WPC-10),PAREDES,PAREDES MUROFLEX,INTERIOR,$ 20.299,Caja / Box,24,"1,33","0,27",50,290,18,"19,69","9,51","0,709",https://drive.google.com/file/d/1Ekn3pHqd3OZTlxGkXGlu7zI2nCQokEsd/view?usp=drive_link,,,"Pared Muroflex Madera Teka (Wpc-10). Producto de la categoría paredes, subcategoría muroflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 50 x 290 cm, espesor de 18.0 mm."
14126024,PARED MUROFLEX CARRARA NEGRO (WPC-14),PAREDES,PAREDES MUROFLEX,INTERIOR,$ 20.299,Caja / Box,24,"1,33","0,27",50,290,18,"19,69","9,51","0,709",https://drive.google.com/file/d/1Kc2Fu32QkGPJ1vS1fPV7IQwkohGnHCPY/view?usp=drive_link+Q231,,,"Pared Muroflex Carrara Negro (Wpc-14). Producto de la categoría paredes, subcategoría muroflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 50 x 290 cm, espesor de 18.0 mm."
14126025,PARED MUROFLEX METALUM (SILVERMETAL),PAREDES,PAREDES MUROFLEX,INTERIOR,$ 20.299,Caja / Box,24,"1,33","0,27",50,290,18,"19,69","9,51","0,709",https://drive.google.com/file/d/1K2SqT1FS-KKVc072rE6azfhouhkJ-Unh/view?usp=drive_link,,,"Pared Muroflex Metalum (Silvermetal). Producto de la categoría paredes, subcategoría muroflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 50 x 290 cm, espesor de 18.0 mm."
14126026,PARED MUROFLEX CARRARA BLANCO (WPC-02),PAREDES,PAREDES MUROFLEX,INTERIOR,$ 20.299,Caja / Box,24,"1,33","0,27",50,290,18,"19,69","9,51","0,709",https://drive.google.com/file/d/178COJCeVgd98wNfdtcsSPC7BfcwI-xrW/view?usp=drive_link+Q301,,,"Pared Muroflex Carrara Blanco (Wpc-02). Producto de la categoría paredes, subcategoría muroflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 50 x 290 cm, espesor de 18.0 mm."
14123402,PARED ARQUNITEC BLANCO MARFIL (02),PAREDES,PAREDES PU ARQUNITEC,INTERIOR,$ 70.890,Caja / Box,10,"2,28","0,47",60,120,30,"23,62","3,94","1,181",https://drive.google.com/file/d/1q4ZifgApKpJ8FlVlH8jP3G1Wk0XXuMya/view?usp=drive_link,,,"Pared Arqunitec Blanco Marfil (02). Producto de la categoría paredes, subcategoría pu, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 30.0 mm."
14123403,PARED ARQUNITEC GRIS CENIZA (03),PAREDES,PAREDES PU ARQUNITEC,INTERIOR,$ 70.890,Caja / Box,10,"2,28","0,47",60,120,30,"23,62","3,94","1,181",https://drive.google.com/file/d/1kWjxh9BSGhrrvPadP7GSELNmOeKNZ-kO/view?usp=drive_link,,,"Pared Arqunitec Gris Ceniza (03). Producto de la categoría paredes, subcategoría pu, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 30.0 mm."
14123404,PARED ARQUNITEC GRIS TERRA (04),PAREDES,PAREDES PU ARQUNITEC,INTERIOR,$ 70.890,Caja / Box,10,"2,28","0,47",60,120,30,"23,62","3,94","1,181",https://drive.google.com/file/d/1oW_V-vgnKNKP8_ivcbLODwGS8EaSbcXS/view?usp=drive_link,,,"Pared Arqunitec Gris Terra (04). Producto de la categoría paredes, subcategoría pu, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 30.0 mm."
14123405,PARED ARQUNITEC GRIS MARENGO (05),PAREDES,PAREDES PU ARQUNITEC,INTERIOR,$ 70.890,Caja / Box,10,"2,28","0,47",60,120,30,"23,62","3,94","1,181",https://drive.google.com/file/d/14mVmdyrsuZTEN-cTWXEWnfBX29Bj89RL/view?usp=drive_link,,,"Pared Arqunitec Gris Marengo (05). Producto de la categoría paredes, subcategoría pu, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 30.0 mm."
14123406,PARED ARQUNITEC ANTRACITA NEGRO (06),PAREDES,PAREDES PU ARQUNITEC,INTERIOR,$ 70.890,Caja / Box,10,"2,28","0,47",60,120,30,"23,62","3,94","1,181",https://drive.google.com/file/d/1MpZG0BPcq07InFRz_106lOYfYhBaJuNo/view?usp=drive_link,,,"Pared Arqunitec Antracita Negro (06). Producto de la categoría paredes, subcategoría pu, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 30.0 mm."
14123407,PARED ARQUNITEC SAHARA BEIGE,PAREDES,PAREDES PU ARQUNITEC,INTERIOR,$ 95.999,Caja / Box,10,"2,28","0,47",60,120,30,"23,62","3,94","1,181",https://drive.google.com/file/d/1H3aKReFBIxAJDpm3vZvF7BHIlN7M3ZER/view?usp=drive_link,,,"Pared Arqunitec Sahara Beige. Producto de la categoría paredes, subcategoría pu, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 30.0 mm."
14123502,PARED ARQUNITEC RECUADROS MARFIL 2-CREAM,PAREDES,PAREDES PU ARQUNITEC,INTERIOR,$ 95.999,Caja / Box,10,"2,28","0,47",60,120,30,"23,62","3,94","1,181",https://drive.google.com/file/d/16Q7Oj90pO3xeLV_pCLwrOZ0wZw-EvN7m/view?usp=drive_link,,,"Pared Arqunitec Recuadros Marfil 2-Cream. Producto de la categoría paredes, subcategoría pu, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 30.0 mm."
14123503,PARED ARQUNITEC RECUADROS GRIS BASALTO 3A,PAREDES,PAREDES PU ARQUNITEC,INTERIOR,$ 95.999,Caja / Box,10,"2,28","0,47",60,120,30,"23,62","3,94","1,181",https://drive.google.com/file/d/13_WtIRkRUXLH1D7sBX3IrwRYX9YpudnU/view?usp=drive_link,,,"Pared Arqunitec Recuadros Gris Basalto 3A. Producto de la categoría paredes, subcategoría pu, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 30.0 mm."
14123506,PARED ARQUNITEC RECUADROS NEGROS 6-BLACK ,PAREDES,PAREDES PU ARQUNITEC,INTERIOR,$ 95.999,Caja / Box,10,"2,28","0,47",60,120,30,"23,62","3,94","1,181",https://drive.google.com/file/d/1hO-MIDnQWffuQh_YrLZN0wY5fkP3hAb8/view?usp=drive_link,,,"Pared Arqunitec Recuadros Negros 6-Black . Producto de la categoría paredes, subcategoría pu, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 30.0 mm."
14123512,PARED ARQUNITEC RECUADROS COLONIAL 12-BRICK RED,PAREDES,PAREDES PU ARQUNITEC,INTERIOR,$ 95.999,Caja / Box,10,"2,28","0,47",60,120,30,"23,62","3,94","1,181",https://drive.google.com/file/d/1CMs8O5dMFVzXsO4Sr85fyDZDKfm7Debj/view?usp=drive_link,,,"Pared Arqunitec Recuadros Colonial 12-Brick Red. Producto de la categoría paredes, subcategoría pu, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 30.0 mm."
14123201,PARED UNIFLEX CITRINO,PAREDES,PAREDES UNIFLEX,INTERIOR,$ 79.690,Caja / Box,30,"2,92","0,60",60,120,2,"23,62","3,94","0,079",https://drive.google.com/file/d/1DSI0MOoo8WCO8xfxWmhZ8XK-dxEvXcHX/view?usp=drive_link,,,"Pared Uniflex Citrino. Producto de la categoría paredes, subcategoría uniflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 2.0 mm."
14123206,PARED UNIFLEX MACADAMIA,PAREDES,PAREDES UNIFLEX,INTERIOR,$ 79.690,Caja / Box,30,"2,92","0,60",60,120,2,"23,62","3,94","0,079",https://drive.google.com/file/d/1Sa7cov3IF4uA2vyc1QN9XFEuABGc0YPM/view?usp=drive_link,,,"Pared Uniflex Macadamia. Producto de la categoría paredes, subcategoría uniflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 2.0 mm."
14123209,PARED UNIFLEX OXIDO TERRACOTA,PAREDES,PAREDES UNIFLEX,INTERIOR,$ 79.690,Caja / Box,30,"2,92","0,60",60,120,2,"23,62","3,94","0,079",https://drive.google.com/file/d/1nNptUChFTURKZ4vxMPEaqUfG8oxD50Jx/view?usp=drive_link,,,"Pared Uniflex Oxido Terracota. Producto de la categoría paredes, subcategoría uniflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 2.0 mm."
14123210,PARED UNIFLEX MEDIA NOCHE,PAREDES,PAREDES UNIFLEX,INTERIOR,$ 79.690,Caja / Box,30,"2,92","0,60",60,120,2,"23,62","3,94","0,079",https://drive.google.com/file/d/1q2-zp_yN-xTo89uUYerEXaluBX5Nghj4/view?usp=drive_link,,,"Pared Uniflex Media Noche. Producto de la categoría paredes, subcategoría uniflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 2.0 mm."
14123215,PARED UNIFLEX LATTE BEIGE,PAREDES,PAREDES UNIFLEX,INTERIOR,$ 79.690,Caja / Box,30,"2,92","0,60",60,120,2,"23,62","3,94","0,079",https://drive.google.com/file/d/1EXyLKax9WbeMhxn5VdXBENzRPeN886Wi/view?usp=drive_link,,,"Pared Uniflex Latte Beige. Producto de la categoría paredes, subcategoría uniflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 2.0 mm."
14123301,PARED UNIFLEX GRIS CENIZO,PAREDES,PAREDES UNIFLEX,INTERIOR,$ 79.690,Caja / Box,30,"2,92","0,60",60,120,2,"23,62","3,94","0,079",https://drive.google.com/file/d/1J6gF59-0N1fXLuFm6pskuBveXf5G6jwW/view?usp=drive_link+Q160,,,"Pared Uniflex Gris Cenizo. Producto de la categoría paredes, subcategoría uniflex, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 120 cm, espesor de 2.0 mm."
